"account_id";"district_id";"frequency";"date"
3231;73;"monthly issuance";950418
5724;14;"issuance after transaction";950419
3823;74;"monthly issuance";950419
2726;18;"monthly issuance";950420
1038;64;"monthly issuance";950420
7861;34;"monthly issuance";950422
819;20;"monthly issuance";950422
455;54;"monthly issuance";950423
3930;37;"monthly issuance";950425
4423;39;"monthly issuance";950426
267;38;"monthly issuance";950426
922;61;"monthly issuance";950427
3735;1;"monthly issuance";950427
3449;1;"monthly issuance";950427
2751;31;"monthly issuance";950428
404;41;"monthly issuance";950428
2547;74;"monthly issuance";950428
1248;22;"monthly issuance";950429
2331;8;"monthly issuance";950429
1010;61;"monthly issuance";950501
54;4;"monthly issuance";950502
2364;33;"monthly issuance";950503
1280;70;"monthly issuance";950503
2931;36;"monthly issuance";950504
10351;23;"monthly issuance";950504
3936;39;"monthly issuance";950504
5194;1;"issuance after transaction";950505
3464;25;"monthly issuance";950505
533;40;"monthly issuance";950507
3940;35;"weekly issuance";950507
4538;70;"monthly issuance";950507
454;7;"monthly issuance";950507
1183;12;"monthly issuance";950508
2323;72;"monthly issuance";950508
463;51;"monthly issuance";950508
285;17;"monthly issuance";950508
4105;58;"monthly issuance";950508
2525;45;"monthly issuance";950508
6434;1;"monthly issuance";950508
2919;77;"monthly issuance";950510
1741;21;"monthly issuance";950510
746;75;"monthly issuance";950510
256;37;"monthly issuance";950514
3845;48;"monthly issuance";950514
4014;56;"issuance after transaction";950515
2178;64;"monthly issuance";950515
2935;68;"monthly issuance";950515
544;32;"monthly issuance";950515
1720;35;"monthly issuance";950516
875;63;"monthly issuance";950517
733;49;"weekly issuance";950517
3251;59;"monthly issuance";950518
5358;4;"monthly issuance";950518
2521;63;"monthly issuance";950519
10963;16;"monthly issuance";950520
57;1;"monthly issuance";950521
4589;4;"monthly issuance";950522
490;45;"monthly issuance";950523
3386;2;"monthly issuance";950523
8998;61;"monthly issuance";950524
11349;1;"weekly issuance";950526
2969;29;"monthly issuance";950526
1530;70;"monthly issuance";950527
1642;64;"monthly issuance";950527
6358;3;"monthly issuance";950527
10001;24;"monthly issuance";950528
3186;10;"monthly issuance";950528
1059;8;"monthly issuance";950530
3624;32;"weekly issuance";950530
1974;42;"monthly issuance";950601
2559;32;"monthly issuance";950601
11069;37;"monthly issuance";950602
3874;51;"monthly issuance";950602
3520;72;"monthly issuance";950604
2018;42;"monthly issuance";950604
2877;37;"monthly issuance";950604
2642;68;"monthly issuance";950605
553;26;"monthly issuance";950606
1092;41;"monthly issuance";950606
471;47;"monthly issuance";950607
53;77;"monthly issuance";950607
1413;65;"monthly issuance";950607
5774;1;"monthly issuance";950608
3392;1;"monthly issuance";950608
1465;30;"monthly issuance";950608
1420;68;"monthly issuance";950608
1620;17;"monthly issuance";950608
4121;54;"monthly issuance";950608
754;1;"monthly issuance";950608
3045;1;"monthly issuance";950608
3453;13;"monthly issuance";950608
1696;43;"monthly issuance";950609
2139;8;"monthly issuance";950609
1793;56;"monthly issuance";950610
3725;33;"monthly issuance";950611
896;3;"monthly issuance";950611
3252;12;"monthly issuance";950612
808;69;"monthly issuance";950613
3601;54;"monthly issuance";950613
131;52;"monthly issuance";950613
3124;6;"monthly issuance";950613
7618;72;"weekly issuance";950613
807;76;"weekly issuance";950613
3847;33;"monthly issuance";950613
223;39;"monthly issuance";950613
2328;35;"monthly issuance";950614
1519;9;"monthly issuance";950614
10019;8;"monthly issuance";950615
458;7;"monthly issuance";950616
120;65;"weekly issuance";950616
1846;6;"monthly issuance";950617
2096;32;"monthly issuance";950617
2297;46;"monthly issuance";950618
7184;5;"monthly issuance";950619
2781;16;"monthly issuance";950620
1031;74;"monthly issuance";950620
3810;43;"monthly issuance";950622
1151;40;"monthly issuance";950623
1728;74;"monthly issuance";950623
9235;37;"monthly issuance";950624
3363;30;"monthly issuance";950624
3436;5;"monthly issuance";950624
2533;49;"monthly issuance";950627
99;1;"monthly issuance";950627
638;65;"monthly issuance";950628
2292;41;"monthly issuance";950629
1725;72;"issuance after transaction";950703
3410;39;"monthly issuance";950703
1597;68;"monthly issuance";950704
2041;48;"monthly issuance";950705
5742;74;"issuance after transaction";950705
4415;73;"monthly issuance";950705
4330;47;"monthly issuance";950705
3458;63;"monthly issuance";950707
3330;76;"monthly issuance";950708
6649;1;"monthly issuance";950708
3779;74;"monthly issuance";950708
1103;66;"monthly issuance";950709
731;5;"monthly issuance";950711
2307;60;"monthly issuance";950712
3474;23;"monthly issuance";950712
625;70;"monthly issuance";950712
1075;35;"monthly issuance";950713
2281;1;"monthly issuance";950713
3895;27;"monthly issuance";950714
5263;64;"monthly issuance";950714
5794;70;"monthly issuance";950714
1220;1;"monthly issuance";950715
1568;23;"monthly issuance";950715
1344;12;"issuance after transaction";950716
8547;14;"weekly issuance";950717
1135;1;"monthly issuance";950717
4263;5;"monthly issuance";950717
3532;73;"monthly issuance";950718
1251;34;"weekly issuance";950718
1936;70;"monthly issuance";950718
2244;46;"monthly issuance";950719
2310;15;"monthly issuance";950719
1994;42;"monthly issuance";950719
720;54;"monthly issuance";950720
1472;2;"monthly issuance";950720
2144;55;"issuance after transaction";950721
953;14;"monthly issuance";950722
4081;11;"monthly issuance";950722
10018;8;"monthly issuance";950723
2553;41;"monthly issuance";950724
2520;18;"monthly issuance";950725
1252;13;"weekly issuance";950726
3357;54;"monthly issuance";950726
6985;38;"monthly issuance";950727
2957;25;"monthly issuance";950728
4948;43;"monthly issuance";950729
1803;24;"monthly issuance";950729
2577;7;"monthly issuance";950730
1009;1;"weekly issuance";950801
2265;65;"monthly issuance";950803
675;58;"monthly issuance";950803
5033;54;"monthly issuance";950803
1971;41;"monthly issuance";950804
2830;20;"monthly issuance";950804
1927;42;"monthly issuance";950804
5118;72;"monthly issuance";950805
3203;23;"monthly issuance";950807
3270;30;"monthly issuance";950808
1520;48;"monthly issuance";950808
4681;70;"monthly issuance";950808
3902;1;"monthly issuance";950808
8327;1;"weekly issuance";950808
1203;72;"monthly issuance";950809
2608;19;"monthly issuance";950809
2206;45;"monthly issuance";950810
3216;3;"monthly issuance";950811
1122;13;"monthly issuance";950812
786;53;"monthly issuance";950812
3631;1;"monthly issuance";950813
2514;16;"monthly issuance";950813
75;1;"monthly issuance";950813
3679;64;"monthly issuance";950815
2562;35;"monthly issuance";950815
2280;68;"monthly issuance";950817
3896;45;"monthly issuance";950817
11138;70;"weekly issuance";950818
5213;1;"monthly issuance";950818
531;31;"monthly issuance";950818
6856;43;"monthly issuance";950819
5024;70;"monthly issuance";950820
560;36;"monthly issuance";950820
11382;74;"monthly issuance";950820
2855;27;"monthly issuance";950821
2858;56;"monthly issuance";950822
3763;55;"monthly issuance";950823
995;64;"monthly issuance";950823
3315;23;"monthly issuance";950824
3582;19;"monthly issuance";950826
420;75;"monthly issuance";950826
937;43;"monthly issuance";950826
4258;51;"monthly issuance";950826
5066;13;"weekly issuance";950827
2236;73;"monthly issuance";950827
3995;12;"monthly issuance";950827
894;46;"monthly issuance";950827
418;36;"monthly issuance";950827
3254;36;"monthly issuance";950827
32;5;"monthly issuance";950828
213;73;"monthly issuance";950829
2833;64;"monthly issuance";950830
3553;70;"monthly issuance";950830
9052;43;"issuance after transaction";950830
3139;12;"monthly issuance";950830
1562;1;"monthly issuance";950830
1961;13;"monthly issuance";950830
353;24;"monthly issuance";950830
1640;13;"monthly issuance";950901
6872;15;"monthly issuance";950902
532;26;"monthly issuance";950902
674;49;"monthly issuance";950902
10365;22;"monthly issuance";950902
430;54;"monthly issuance";950902
429;63;"monthly issuance";950903
3269;37;"monthly issuance";950903
1810;50;"monthly issuance";950903
665;8;"monthly issuance";950903
3855;33;"monthly issuance";950904
3866;60;"monthly issuance";950905
3914;33;"monthly issuance";950905
3807;53;"monthly issuance";950905
3925;1;"monthly issuance";950905
219;28;"monthly issuance";950906
3552;62;"monthly issuance";950906
7957;51;"monthly issuance";950907
1149;18;"monthly issuance";950907
1423;76;"monthly issuance";950908
2853;54;"monthly issuance";950908
803;19;"monthly issuance";950909
2456;65;"monthly issuance";950909
619;1;"weekly issuance";950909
301;60;"monthly issuance";950910
372;55;"monthly issuance";950910
3492;33;"monthly issuance";950910
6463;16;"monthly issuance";950911
3628;70;"monthly issuance";950912
2358;7;"monthly issuance";950913
1613;1;"monthly issuance";950913
2866;43;"monthly issuance";950913
3010;46;"monthly issuance";950913
3368;24;"monthly issuance";950914
5125;1;"monthly issuance";950914
994;72;"monthly issuance";950915
1674;1;"monthly issuance";950915
3234;1;"monthly issuance";950916
1452;45;"monthly issuance";950916
9377;1;"monthly issuance";950917
3758;38;"monthly issuance";950919
138;22;"monthly issuance";950919
1376;64;"monthly issuance";950920
3770;23;"monthly issuance";950920
11271;5;"monthly issuance";950920
2353;51;"monthly issuance";950921
1335;54;"monthly issuance";950921
2119;74;"monthly issuance";950921
8;57;"monthly issuance";950921
1704;70;"monthly issuance";950922
1660;1;"monthly issuance";950922
5429;71;"monthly issuance";950922
3440;22;"monthly issuance";950922
2148;1;"monthly issuance";950922
676;39;"monthly issuance";950922
2731;1;"monthly issuance";950926
80;43;"monthly issuance";950927
3417;48;"monthly issuance";950928
169;4;"monthly issuance";950928
4047;45;"weekly issuance";950929
7487;4;"monthly issuance";951001
992;22;"monthly issuance";951001
331;65;"monthly issuance";951002
2835;73;"monthly issuance";951003
3677;1;"monthly issuance";951004
2565;74;"monthly issuance";951004
4190;62;"monthly issuance";951004
3317;4;"monthly issuance";951004
1690;16;"monthly issuance";951007
1448;1;"monthly issuance";951007
521;9;"monthly issuance";951008
3132;56;"monthly issuance";951008
3944;22;"monthly issuance";951008
1427;17;"monthly issuance";951008
1742;68;"monthly issuance";951008
6400;31;"issuance after transaction";951009
3486;64;"monthly issuance";951009
4473;45;"monthly issuance";951009
2965;6;"monthly issuance";951010
2301;22;"monthly issuance";951010
2674;50;"monthly issuance";951010
11;76;"monthly issuance";951010
8533;47;"monthly issuance";951010
1089;74;"monthly issuance";951010
5063;43;"monthly issuance";951011
1257;66;"monthly issuance";951011
990;17;"monthly issuance";951011
1581;39;"monthly issuance";951012
2424;1;"monthly issuance";951013
917;56;"monthly issuance";951013
2255;52;"monthly issuance";951014
11362;67;"monthly issuance";951014
1796;18;"monthly issuance";951014
2834;70;"monthly issuance";951014
8114;59;"monthly issuance";951014
260;24;"monthly issuance";951014
1749;64;"monthly issuance";951014
4650;4;"monthly issuance";951015
336;62;"monthly issuance";951016
308;61;"monthly issuance";951016
319;47;"weekly issuance";951017
762;76;"monthly issuance";951018
1142;74;"monthly issuance";951019
3200;17;"issuance after transaction";951020
3646;63;"weekly issuance";951020
1206;70;"monthly issuance";951021
501;13;"monthly issuance";951021
2235;45;"monthly issuance";951022
2487;42;"monthly issuance";951022
10762;1;"monthly issuance";951023
3131;21;"monthly issuance";951023
10520;55;"issuance after transaction";951024
2515;64;"monthly issuance";951024
2727;1;"monthly issuance";951025
1756;38;"monthly issuance";951026
2500;61;"monthly issuance";951026
1426;40;"monthly issuance";951027
602;43;"monthly issuance";951027
3637;53;"monthly issuance";951028
2481;1;"monthly issuance";951028
3080;57;"monthly issuance";951029
2621;55;"monthly issuance";951029
1238;1;"monthly issuance";951029
10710;19;"monthly issuance";951030
2871;52;"monthly issuance";951030
1403;17;"monthly issuance";951102
1629;10;"monthly issuance";951102
9353;59;"monthly issuance";951103
820;74;"monthly issuance";951104
3384;14;"monthly issuance";951105
257;11;"monthly issuance";951105
479;1;"monthly issuance";951105
3764;69;"monthly issuance";951105
155;58;"monthly issuance";951107
3945;50;"monthly issuance";951107
2157;77;"monthly issuance";951108
2051;64;"weekly issuance";951108
3061;76;"monthly issuance";951108
3111;60;"monthly issuance";951108
1691;48;"monthly issuance";951108
1044;14;"monthly issuance";951109
1945;56;"monthly issuance";951109
9790;52;"monthly issuance";951109
9928;60;"monthly issuance";951109
2580;60;"monthly issuance";951109
1599;57;"monthly issuance";951110
11079;16;"monthly issuance";951110
968;74;"monthly issuance";951111
810;46;"monthly issuance";951111
1760;53;"monthly issuance";951111
2550;67;"monthly issuance";951111
3572;65;"monthly issuance";951112
1030;57;"monthly issuance";951112
487;40;"monthly issuance";951114
3767;1;"monthly issuance";951115
348;25;"monthly issuance";951115
1867;52;"monthly issuance";951115
2516;6;"monthly issuance";951116
3303;1;"monthly issuance";951117
933;21;"monthly issuance";951118
3229;64;"monthly issuance";951118
1700;64;"monthly issuance";951118
2836;42;"monthly issuance";951118
338;49;"monthly issuance";951118
3148;33;"monthly issuance";951119
1357;56;"monthly issuance";951120
3772;7;"monthly issuance";951120
486;33;"monthly issuance";951121
1395;1;"monthly issuance";951121
1341;36;"monthly issuance";951121
9017;70;"monthly issuance";951122
10411;39;"issuance after transaction";951123
2783;43;"monthly issuance";951123
2015;68;"monthly issuance";951125
2341;33;"monthly issuance";951125
565;39;"monthly issuance";951125
337;17;"monthly issuance";951125
3780;44;"monthly issuance";951125
557;1;"monthly issuance";951126
3490;48;"monthly issuance";951126
3973;20;"monthly issuance";951127
2043;46;"monthly issuance";951127
2003;32;"monthly issuance";951127
728;60;"monthly issuance";951128
3970;24;"monthly issuance";951128
8169;29;"monthly issuance";951128
452;63;"monthly issuance";951129
3783;40;"monthly issuance";951129
3189;29;"monthly issuance";951129
3689;8;"monthly issuance";951129
2803;58;"monthly issuance";951201
1901;15;"monthly issuance";951201
3525;70;"monthly issuance";951201
3320;1;"monthly issuance";951201
2851;17;"monthly issuance";951202
2309;18;"monthly issuance";951203
2437;1;"monthly issuance";951204
1825;3;"monthly issuance";951205
253;46;"monthly issuance";951205
474;61;"monthly issuance";951206
633;57;"monthly issuance";951206
2374;1;"monthly issuance";951207
1104;39;"monthly issuance";951207
2692;28;"monthly issuance";951208
6927;74;"weekly issuance";951208
924;11;"monthly issuance";951209
3305;13;"monthly issuance";951209
2237;26;"monthly issuance";951213
1917;73;"monthly issuance";951213
1685;28;"monthly issuance";951213
791;49;"monthly issuance";951214
3858;2;"monthly issuance";951214
5001;53;"monthly issuance";951215
1469;67;"monthly issuance";951215
3476;3;"monthly issuance";951216
8039;9;"monthly issuance";951217
3205;1;"monthly issuance";951217
5477;57;"monthly issuance";951217
1212;70;"monthly issuance";951218
2095;56;"monthly issuance";951219
1137;60;"monthly issuance";951219
2570;1;"monthly issuance";951219
3092;46;"monthly issuance";951220
5661;53;"monthly issuance";951220
809;36;"monthly issuance";951220
522;17;"monthly issuance";951220
2630;64;"monthly issuance";951221
957;70;"monthly issuance";951222
1682;49;"monthly issuance";951222
3587;64;"monthly issuance";951224
4269;26;"monthly issuance";951224
3338;25;"monthly issuance";951224
3655;1;"monthly issuance";951224
84;44;"issuance after transaction";951225
4439;30;"monthly issuance";951225
4462;73;"weekly issuance";951227
3814;74;"monthly issuance";951227
2780;63;"monthly issuance";951229
3273;74;"monthly issuance";951229
3559;18;"monthly issuance";951230
3968;36;"monthly issuance";960101
2159;1;"monthly issuance";960101
849;1;"monthly issuance";960101
2288;69;"monthly issuance";960101
3051;9;"monthly issuance";960101
946;21;"monthly issuance";960101
2075;33;"monthly issuance";960101
8931;63;"weekly issuance";960101
9225;11;"monthly issuance";960101
3278;4;"monthly issuance";960102
2811;4;"monthly issuance";960102
1670;12;"monthly issuance";960102
275;29;"monthly issuance";960102
1455;66;"monthly issuance";960103
1311;60;"monthly issuance";960103
6678;54;"monthly issuance";960103
145;31;"monthly issuance";960103
312;41;"monthly issuance";960103
2233;43;"monthly issuance";960103
3530;34;"monthly issuance";960103
7828;36;"monthly issuance";960105
9024;1;"monthly issuance";960105
1711;63;"monthly issuance";960105
2223;44;"monthly issuance";960105
646;51;"monthly issuance";960106
2548;57;"monthly issuance";960106
2567;17;"monthly issuance";960107
2153;31;"weekly issuance";960107
1243;1;"monthly issuance";960107
3238;47;"monthly issuance";960107
954;74;"monthly issuance";960108
9633;70;"monthly issuance";960108
2716;66;"monthly issuance";960108
1580;69;"monthly issuance";960108
1483;10;"monthly issuance";960109
1263;30;"weekly issuance";960109
3966;42;"monthly issuance";960109
3937;76;"monthly issuance";960110
1591;65;"monthly issuance";960110
658;4;"monthly issuance";960110
3638;52;"issuance after transaction";960110
2605;21;"monthly issuance";960110
3661;50;"monthly issuance";960111
2686;26;"monthly issuance";960111
2944;22;"monthly issuance";960111
4994;1;"weekly issuance";960111
3949;54;"monthly issuance";960111
332;36;"monthly issuance";960112
69;64;"monthly issuance";960112
3673;30;"monthly issuance";960112
5267;4;"monthly issuance";960112
3170;1;"monthly issuance";960112
1632;18;"weekly issuance";960113
2143;1;"monthly issuance";960113
1227;69;"monthly issuance";960113
204;67;"monthly issuance";960113
1093;54;"monthly issuance";960114
1486;63;"monthly issuance";960115
4253;43;"monthly issuance";960116
1196;29;"monthly issuance";960116
3442;4;"monthly issuance";960116
9051;5;"weekly issuance";960117
3373;27;"monthly issuance";960118
1036;11;"monthly issuance";960118
3727;66;"monthly issuance";960119
2844;43;"monthly issuance";960119
10297;14;"monthly issuance";960119
3755;64;"monthly issuance";960120
1298;7;"monthly issuance";960120
1139;34;"issuance after transaction";960120
660;68;"monthly issuance";960120
335;74;"monthly issuance";960120
412;74;"monthly issuance";960121
2863;14;"monthly issuance";960121
2274;66;"monthly issuance";960121
2522;36;"monthly issuance";960121
4981;54;"monthly issuance";960122
771;22;"monthly issuance";960122
3832;45;"monthly issuance";960122
1508;69;"monthly issuance";960122
3784;25;"monthly issuance";960122
9645;38;"monthly issuance";960123
3947;76;"monthly issuance";960123
2416;5;"monthly issuance";960123
2243;25;"monthly issuance";960124
3993;54;"monthly issuance";960124
2225;15;"monthly issuance";960124
1759;39;"monthly issuance";960125
2207;35;"monthly issuance";960125
3803;61;"monthly issuance";960126
2754;57;"weekly issuance";960126
3009;1;"monthly issuance";960126
314;15;"issuance after transaction";960126
554;26;"monthly issuance";960126
2217;73;"monthly issuance";960127
262;75;"monthly issuance";960127
2214;45;"monthly issuance";960127
976;77;"monthly issuance";960127
1439;11;"monthly issuance";960127
417;73;"monthly issuance";960127
3084;59;"weekly issuance";960128
4204;21;"monthly issuance";960129
9504;9;"monthly issuance";960129
414;1;"monthly issuance";960129
4424;48;"monthly issuance";960129
3389;13;"monthly issuance";960130
2106;1;"monthly issuance";960201
355;62;"weekly issuance";960201
2702;74;"monthly issuance";960201
11054;59;"weekly issuance";960201
10558;40;"monthly issuance";960201
1859;50;"monthly issuance";960202
2109;34;"monthly issuance";960202
6512;34;"weekly issuance";960203
1963;42;"monthly issuance";960203
1977;41;"monthly issuance";960203
5181;75;"monthly issuance";960203
1791;1;"monthly issuance";960203
2635;27;"monthly issuance";960204
1623;1;"monthly issuance";960204
4293;64;"issuance after transaction";960204
4851;52;"monthly issuance";960204
2774;42;"monthly issuance";960205
2469;11;"monthly issuance";960205
3931;28;"monthly issuance";960205
2348;65;"monthly issuance";960205
218;68;"monthly issuance";960206
804;64;"monthly issuance";960206
923;13;"monthly issuance";960207
1744;76;"monthly issuance";960207
2890;69;"monthly issuance";960207
1233;31;"monthly issuance";960208
2719;10;"monthly issuance";960208
516;6;"monthly issuance";960208
2551;5;"monthly issuance";960208
2499;2;"monthly issuance";960208
2893;39;"monthly issuance";960208
1922;60;"monthly issuance";960209
264;15;"monthly issuance";960209
3890;50;"monthly issuance";960210
6686;61;"monthly issuance";960210
3519;52;"monthly issuance";960210
3597;1;"issuance after transaction";960211
1611;69;"monthly issuance";960211
2230;7;"monthly issuance";960211
3933;61;"monthly issuance";960211
2212;33;"monthly issuance";960212
1964;25;"monthly issuance";960212
4999;1;"monthly issuance";960212
8680;17;"monthly issuance";960212
1612;66;"monthly issuance";960212
2390;1;"monthly issuance";960212
2600;1;"monthly issuance";960213
1737;77;"monthly issuance";960213
2993;1;"weekly issuance";960213
2753;26;"monthly issuance";960213
2409;76;"monthly issuance";960213
949;58;"monthly issuance";960213
3468;32;"monthly issuance";960214
3979;37;"monthly issuance";960214
296;49;"monthly issuance";960214
1836;42;"monthly issuance";960215
1111;5;"monthly issuance";960216
3680;27;"monthly issuance";960216
1916;72;"monthly issuance";960216
2473;14;"monthly issuance";960216
390;44;"monthly issuance";960216
3439;16;"monthly issuance";960216
7594;16;"monthly issuance";960216
3578;1;"monthly issuance";960217
2226;2;"monthly issuance";960217
466;71;"monthly issuance";960218
3335;35;"monthly issuance";960218
620;26;"monthly issuance";960218
2074;12;"monthly issuance";960218
1380;53;"monthly issuance";960219
2304;49;"monthly issuance";960219
3754;37;"weekly issuance";960219
1102;70;"monthly issuance";960219
55;20;"monthly issuance";960219
2403;25;"monthly issuance";960220
1732;51;"monthly issuance";960220
3721;22;"monthly issuance";960221
184;77;"monthly issuance";960221
691;24;"monthly issuance";960221
10233;27;"monthly issuance";960221
3358;44;"monthly issuance";960221
4;12;"monthly issuance";960221
3151;6;"monthly issuance";960221
2017;54;"monthly issuance";960221
2804;53;"monthly issuance";960222
1310;1;"monthly issuance";960222
3016;26;"monthly issuance";960223
827;36;"monthly issuance";960223
959;1;"monthly issuance";960223
1585;42;"monthly issuance";960223
590;50;"monthly issuance";960224
3924;70;"monthly issuance";960224
2772;11;"monthly issuance";960224
1962;77;"monthly issuance";960224
10478;70;"weekly issuance";960224
5692;66;"monthly issuance";960225
1265;49;"monthly issuance";960225
167;29;"weekly issuance";960226
2187;9;"weekly issuance";960226
3079;18;"monthly issuance";960226
3286;8;"monthly issuance";960226
230;1;"monthly issuance";960226
3193;74;"monthly issuance";960227
5593;15;"monthly issuance";960227
4088;45;"monthly issuance";960301
3409;23;"monthly issuance";960301
1216;77;"monthly issuance";960301
2491;76;"monthly issuance";960301
2498;40;"monthly issuance";960301
3366;68;"monthly issuance";960302
936;7;"monthly issuance";960302
856;2;"monthly issuance";960303
718;1;"monthly issuance";960303
3698;1;"monthly issuance";960303
3462;51;"monthly issuance";960304
3881;21;"monthly issuance";960304
3709;74;"monthly issuance";960305
1349;75;"monthly issuance";960305
1886;32;"monthly issuance";960305
1897;61;"issuance after transaction";960305
1564;48;"monthly issuance";960305
2062;70;"monthly issuance";960306
141;38;"monthly issuance";960306
1763;73;"monthly issuance";960306
2611;1;"monthly issuance";960306
825;19;"monthly issuance";960306
3943;71;"monthly issuance";960306
9422;70;"monthly issuance";960306
1606;23;"monthly issuance";960307
3263;44;"monthly issuance";960307
2289;1;"monthly issuance";960307
3121;46;"monthly issuance";960308
3088;18;"monthly issuance";960308
3952;26;"monthly issuance";960308
3974;55;"monthly issuance";960308
3502;74;"monthly issuance";960308
3351;70;"monthly issuance";960308
2105;70;"monthly issuance";960309
3144;67;"monthly issuance";960309
846;72;"monthly issuance";960309
357;20;"monthly issuance";960310
103;44;"monthly issuance";960310
3118;48;"monthly issuance";960310
4361;69;"monthly issuance";960311
1722;32;"monthly issuance";960311
4273;15;"monthly issuance";960311
1510;33;"monthly issuance";960311
895;24;"monthly issuance";960312
840;70;"monthly issuance";960312
2263;36;"monthly issuance";960312
356;70;"monthly issuance";960312
4863;5;"monthly issuance";960312
3455;34;"monthly issuance";960313
4092;74;"monthly issuance";960313
10807;34;"monthly issuance";960313
2598;1;"monthly issuance";960314
2633;25;"monthly issuance";960314
1800;51;"monthly issuance";960314
1698;68;"monthly issuance";960314
3994;15;"monthly issuance";960314
1365;42;"monthly issuance";960315
666;27;"monthly issuance";960315
9242;57;"monthly issuance";960315
4346;25;"monthly issuance";960315
3296;67;"monthly issuance";960315
2864;54;"monthly issuance";960316
1980;49;"monthly issuance";960316
1445;60;"monthly issuance";960316
821;60;"monthly issuance";960316
5591;9;"monthly issuance";960316
236;72;"monthly issuance";960316
210;48;"monthly issuance";960317
3795;36;"monthly issuance";960318
865;17;"monthly issuance";960318
739;66;"monthly issuance";960318
3672;26;"monthly issuance";960319
2334;50;"monthly issuance";960319
1028;23;"monthly issuance";960319
468;49;"monthly issuance";960319
853;1;"monthly issuance";960320
525;70;"monthly issuance";960320
3322;65;"weekly issuance";960320
2033;71;"monthly issuance";960320
3130;13;"monthly issuance";960320
2904;13;"monthly issuance";960320
1014;74;"monthly issuance";960320
116;8;"monthly issuance";960321
10436;60;"monthly issuance";960321
4214;1;"monthly issuance";960321
824;32;"monthly issuance";960321
3743;1;"monthly issuance";960322
2192;59;"monthly issuance";960322
2406;5;"monthly issuance";960322
2889;8;"monthly issuance";960323
1369;32;"monthly issuance";960323
2767;54;"monthly issuance";960323
4008;27;"monthly issuance";960323
874;56;"weekly issuance";960323
3815;1;"monthly issuance";960324
3605;3;"monthly issuance";960324
3138;37;"monthly issuance";960324
2578;54;"monthly issuance";960325
2708;1;"monthly issuance";960325
631;68;"monthly issuance";960325
1170;25;"monthly issuance";960326
2650;72;"monthly issuance";960326
7890;23;"monthly issuance";960326
3219;1;"monthly issuance";960326
3115;14;"monthly issuance";960327
208;54;"monthly issuance";960327
286;71;"monthly issuance";960327
898;71;"monthly issuance";960327
2936;3;"monthly issuance";960327
3422;21;"monthly issuance";960328
10049;17;"monthly issuance";960328
1250;62;"monthly issuance";960328
1384;74;"weekly issuance";960328
2624;31;"monthly issuance";960328
3349;47;"monthly issuance";960328
1351;40;"monthly issuance";960329
2631;1;"monthly issuance";960329
7520;9;"monthly issuance";960329
10065;76;"monthly issuance";960330
708;26;"monthly issuance";960330
3917;1;"monthly issuance";960330
514;70;"monthly issuance";960330
2659;14;"monthly issuance";960330
3265;52;"issuance after transaction";960330
1832;70;"monthly issuance";960401
7565;59;"monthly issuance";960402
3308;40;"monthly issuance";960402
1932;35;"monthly issuance";960403
1521;74;"monthly issuance";960404
2909;58;"monthly issuance";960404
3706;8;"monthly issuance";960404
1847;47;"monthly issuance";960404
2335;70;"monthly issuance";960404
3041;70;"monthly issuance";960404
3116;54;"monthly issuance";960405
251;74;"monthly issuance";960406
3632;56;"weekly issuance";960406
2929;51;"monthly issuance";960406
10345;36;"monthly issuance";960407
1450;63;"monthly issuance";960407
1461;73;"monthly issuance";960407
1920;40;"monthly issuance";960408
734;5;"monthly issuance";960408
8085;73;"monthly issuance";960408
1948;64;"monthly issuance";960408
3534;59;"monthly issuance";960408
278;73;"monthly issuance";960408
2012;4;"monthly issuance";960408
1020;56;"monthly issuance";960409
2986;63;"monthly issuance";960409
615;72;"monthly issuance";960409
7894;27;"monthly issuance";960409
3294;75;"monthly issuance";960409
2450;48;"monthly issuance";960410
1503;71;"monthly issuance";960410
3247;61;"monthly issuance";960411
3568;40;"monthly issuance";960411
152;1;"monthly issuance";960412
5072;6;"monthly issuance";960412
1456;9;"monthly issuance";960412
1622;19;"monthly issuance";960412
10215;38;"monthly issuance";960412
2247;24;"monthly issuance";960413
2205;51;"monthly issuance";960413
1543;1;"monthly issuance";960414
1655;41;"monthly issuance";960415
3976;74;"monthly issuance";960415
1383;11;"monthly issuance";960415
439;69;"monthly issuance";960415
1550;1;"monthly issuance";960415
101;35;"monthly issuance";960416
1473;39;"monthly issuance";960416
1121;32;"monthly issuance";960417
2254;1;"monthly issuance";960417
3806;36;"monthly issuance";960418
283;44;"monthly issuance";960418
2432;8;"monthly issuance";960418
3802;44;"monthly issuance";960418
3821;18;"monthly issuance";960418
3907;37;"monthly issuance";960418
3854;8;"monthly issuance";960418
3606;1;"monthly issuance";960418
1939;6;"weekly issuance";960419
5726;17;"issuance after transaction";960419
3998;2;"monthly issuance";960420
3021;10;"monthly issuance";960420
1607;71;"monthly issuance";960420
1733;18;"monthly issuance";960420
2474;33;"monthly issuance";960420
3816;25;"monthly issuance";960421
766;3;"monthly issuance";960421
695;5;"monthly issuance";960421
2287;1;"monthly issuance";960421
1358;39;"monthly issuance";960421
3019;33;"monthly issuance";960421
1641;50;"monthly issuance";960422
1624;53;"monthly issuance";960422
798;1;"monthly issuance";960422
7240;17;"monthly issuance";960423
4458;60;"monthly issuance";960423
3596;59;"monthly issuance";960423
